loop filter i, loop filter gain, decoded packets
0.0001, 0.01, 26.0
0.0002, 0.01, 27.0
0.00030000000000000003, 0.01, 26.0
0.0004, 0.01, 25.0
0.0005, 0.01, 23.0
0.0006000000000000001, 0.01, 22.0
0.0007000000000000001, 0.01, 21.0
0.0008000000000000001, 0.01, 24.0
0.0009000000000000002, 0.01, 23.0
0.0010000000000000002, 0.01, 25.0
0.0011000000000000003, 0.01, 21.0
0.0012000000000000003, 0.01, 22.0
0.0013000000000000004, 0.01, 22.0
0.0014000000000000004, 0.01, 21.0
0.0015000000000000005, 0.01, 18.0
0.0016000000000000005, 0.01, 14.0
0.0017000000000000006, 0.01, 17.0
0.0018000000000000006, 0.01, 20.0
0.0019000000000000006, 0.01, 19.0
0.0001, 0.02, 25.0
0.0002, 0.02, 27.0
0.00030000000000000003, 0.02, 27.0
0.0004, 0.02, 24.0
0.0005, 0.02, 25.0
0.0006000000000000001, 0.02, 25.0
0.0007000000000000001, 0.02, 26.0
0.0008000000000000001, 0.02, 26.0
0.0009000000000000002, 0.02, 26.0
0.0010000000000000002, 0.02, 26.0
0.0011000000000000003, 0.02, 23.0
0.0012000000000000003, 0.02, 23.0
0.0013000000000000004, 0.02, 21.0
0.0014000000000000004, 0.02, 21.0
0.0015000000000000005, 0.02, 20.0
0.0016000000000000005, 0.02, 21.0
0.0017000000000000006, 0.02, 23.0
0.0018000000000000006, 0.02, 20.0
0.0019000000000000006, 0.02, 20.0
0.0001, 0.03, 27.0
0.0002, 0.03, 26.0
0.00030000000000000003, 0.03, 26.0
0.0004, 0.03, 27.0
0.0005, 0.03, 26.0
0.0006000000000000001, 0.03, 28.0
0.0007000000000000001, 0.03, 26.0
0.0008000000000000001, 0.03, 26.0
0.0009000000000000002, 0.03, 26.0
0.0010000000000000002, 0.03, 26.0
0.0011000000000000003, 0.03, 25.0
0.0012000000000000003, 0.03, 24.0
0.0013000000000000004, 0.03, 23.0
0.0014000000000000004, 0.03, 24.0
0.0015000000000000005, 0.03, 22.0
0.0016000000000000005, 0.03, 23.0
0.0017000000000000006, 0.03, 23.0
0.0018000000000000006, 0.03, 22.0
0.0019000000000000006, 0.03, 25.0
0.0001, 0.04, 25.0
0.0002, 0.04, 25.0
0.00030000000000000003, 0.04, 28.0
0.0004, 0.04, 28.0
0.0005, 0.04, 27.0
0.0006000000000000001, 0.04, 26.0
0.0007000000000000001, 0.04, 27.0
0.0008000000000000001, 0.04, 27.0
0.0009000000000000002, 0.04, 27.0
0.0010000000000000002, 0.04, 26.0
0.0011000000000000003, 0.04, 27.0
0.0012000000000000003, 0.04, 25.0
0.0013000000000000004, 0.04, 26.0
0.0014000000000000004, 0.04, 25.0
0.0015000000000000005, 0.04, 24.0
0.0016000000000000005, 0.04, 24.0
0.0017000000000000006, 0.04, 15.0
0.0018000000000000006, 0.04, 24.0
0.0019000000000000006, 0.04, 20.0
0.0001, 0.05, 27.0
0.0002, 0.05, 27.0
0.00030000000000000003, 0.05, 27.0
0.0004, 0.05, 27.0
0.0005, 0.05, 27.0
0.0006000000000000001, 0.05, 28.0
0.0007000000000000001, 0.05, 26.0
0.0008000000000000001, 0.05, 28.0
0.0009000000000000002, 0.05, 27.0
0.0010000000000000002, 0.05, 26.0
0.0011000000000000003, 0.05, 28.0
0.0012000000000000003, 0.05, 28.0
0.0013000000000000004, 0.05, 27.0
0.0014000000000000004, 0.05, 25.0
0.0015000000000000005, 0.05, 25.0
0.0016000000000000005, 0.05, 24.0
0.0017000000000000006, 0.05, 21.0
0.0018000000000000006, 0.05, 21.0
0.0019000000000000006, 0.05, 20.0
0.0001, 0.060000000000000005, 26.0
0.0002, 0.060000000000000005, 27.0
0.00030000000000000003, 0.060000000000000005, 27.0
0.0004, 0.060000000000000005, 27.0
0.0005, 0.060000000000000005, 27.0
0.0006000000000000001, 0.060000000000000005, 28.0
0.0007000000000000001, 0.060000000000000005, 28.0
0.0008000000000000001, 0.060000000000000005, 28.0
0.0009000000000000002, 0.060000000000000005, 27.0
0.0010000000000000002, 0.060000000000000005, 28.0
0.0011000000000000003, 0.060000000000000005, 26.0
0.0012000000000000003, 0.060000000000000005, 27.0
0.0013000000000000004, 0.060000000000000005, 23.0
0.0014000000000000004, 0.060000000000000005, 24.0
0.0015000000000000005, 0.060000000000000005, 24.0
0.0016000000000000005, 0.060000000000000005, 25.0
0.0017000000000000006, 0.060000000000000005, 24.0
0.0018000000000000006, 0.060000000000000005, 22.0
0.0019000000000000006, 0.060000000000000005, 21.0
0.0001, 0.07, 26.0
0.0002, 0.07, 27.0
0.00030000000000000003, 0.07, 27.0
0.0004, 0.07, 27.0
0.0005, 0.07, 27.0
0.0006000000000000001, 0.07, 28.0
0.0007000000000000001, 0.07, 28.0
0.0008000000000000001, 0.07, 28.0
0.0009000000000000002, 0.07, 27.0
0.0010000000000000002, 0.07, 28.0
0.0011000000000000003, 0.07, 27.0
0.0012000000000000003, 0.07, 28.0
0.0013000000000000004, 0.07, 27.0
0.0014000000000000004, 0.07, 27.0
0.0015000000000000005, 0.07, 23.0
0.0016000000000000005, 0.07, 22.0
0.0017000000000000006, 0.07, 25.0
0.0018000000000000006, 0.07, 25.0
0.0019000000000000006, 0.07, 24.0
0.0001, 0.08, 27.0
0.0002, 0.08, 27.0
0.00030000000000000003, 0.08, 27.0
0.0004, 0.08, 26.0
0.0005, 0.08, 27.0
0.0006000000000000001, 0.08, 28.0
0.0007000000000000001, 0.08, 28.0
0.0008000000000000001, 0.08, 28.0
0.0009000000000000002, 0.08, 28.0
0.0010000000000000002, 0.08, 28.0
0.0011000000000000003, 0.08, 28.0
0.0012000000000000003, 0.08, 28.0
0.0013000000000000004, 0.08, 27.0
0.0014000000000000004, 0.08, 27.0
0.0015000000000000005, 0.08, 28.0
0.0016000000000000005, 0.08, 27.0
0.0017000000000000006, 0.08, 25.0
0.0018000000000000006, 0.08, 23.0
0.0019000000000000006, 0.08, 19.0
0.0001, 0.09, 26.0
0.0002, 0.09, 27.0
0.00030000000000000003, 0.09, 27.0
0.0004, 0.09, 27.0
0.0005, 0.09, 28.0
0.0006000000000000001, 0.09, 28.0
0.0007000000000000001, 0.09, 28.0
0.0008000000000000001, 0.09, 28.0
0.0009000000000000002, 0.09, 28.0
0.0010000000000000002, 0.09, 27.0
0.0011000000000000003, 0.09, 27.0
0.0012000000000000003, 0.09, 28.0
0.0013000000000000004, 0.09, 27.0
0.0014000000000000004, 0.09, 26.0
0.0015000000000000005, 0.09, 26.0
0.0016000000000000005, 0.09, 23.0
0.0017000000000000006, 0.09, 22.0
0.0018000000000000006, 0.09, 22.0
0.0019000000000000006, 0.09, 23.0
0.0001, 0.09999999999999999, 26.0
0.0002, 0.09999999999999999, 27.0
0.00030000000000000003, 0.09999999999999999, 27.0
0.0004, 0.09999999999999999, 28.0
0.0005, 0.09999999999999999, 28.0
0.0006000000000000001, 0.09999999999999999, 28.0
0.0007000000000000001, 0.09999999999999999, 28.0
0.0008000000000000001, 0.09999999999999999, 28.0
0.0009000000000000002, 0.09999999999999999, 28.0
0.0010000000000000002, 0.09999999999999999, 28.0
0.0011000000000000003, 0.09999999999999999, 28.0
0.0012000000000000003, 0.09999999999999999, 28.0
0.0013000000000000004, 0.09999999999999999, 27.0
0.0014000000000000004, 0.09999999999999999, 28.0
0.0015000000000000005, 0.09999999999999999, 28.0
0.0016000000000000005, 0.09999999999999999, 24.0
0.0017000000000000006, 0.09999999999999999, 25.0
0.0018000000000000006, 0.09999999999999999, 0.0
0.0019000000000000006, 0.09999999999999999, 23.0
0.0001, 0.10999999999999999, 27.0
0.0002, 0.10999999999999999, 28.0
0.00030000000000000003, 0.10999999999999999, 27.0
0.0004, 0.10999999999999999, 28.0
0.0005, 0.10999999999999999, 28.0
0.0006000000000000001, 0.10999999999999999, 28.0
0.0007000000000000001, 0.10999999999999999, 28.0
0.0008000000000000001, 0.10999999999999999, 28.0
0.0009000000000000002, 0.10999999999999999, 28.0
0.0010000000000000002, 0.10999999999999999, 28.0
0.0011000000000000003, 0.10999999999999999, 28.0
0.0012000000000000003, 0.10999999999999999, 28.0
0.0013000000000000004, 0.10999999999999999, 28.0
0.0014000000000000004, 0.10999999999999999, 28.0
0.0015000000000000005, 0.10999999999999999, 25.0
0.0016000000000000005, 0.10999999999999999, 22.0
0.0017000000000000006, 0.10999999999999999, 25.0
0.0018000000000000006, 0.10999999999999999, 23.0
0.0019000000000000006, 0.10999999999999999, 22.0
0.0001, 0.11999999999999998, 28.0
0.0002, 0.11999999999999998, 27.0
0.00030000000000000003, 0.11999999999999998, 27.0
0.0004, 0.11999999999999998, 27.0
0.0005, 0.11999999999999998, 27.0
0.0006000000000000001, 0.11999999999999998, 27.0
0.0007000000000000001, 0.11999999999999998, 27.0
0.0008000000000000001, 0.11999999999999998, 28.0
0.0009000000000000002, 0.11999999999999998, 28.0
0.0010000000000000002, 0.11999999999999998, 28.0
0.0011000000000000003, 0.11999999999999998, 28.0
0.0012000000000000003, 0.11999999999999998, 28.0
0.0013000000000000004, 0.11999999999999998, 27.0
0.0014000000000000004, 0.11999999999999998, 26.0
0.0015000000000000005, 0.11999999999999998, 25.0
0.0016000000000000005, 0.11999999999999998, 25.0
0.0017000000000000006, 0.11999999999999998, 25.0
0.0018000000000000006, 0.11999999999999998, 23.0
0.0019000000000000006, 0.11999999999999998, 21.0
0.0001, 0.12999999999999998, 27.0
0.0002, 0.12999999999999998, 28.0
0.00030000000000000003, 0.12999999999999998, 27.0
0.0004, 0.12999999999999998, 27.0
0.0005, 0.12999999999999998, 27.0
0.0006000000000000001, 0.12999999999999998, 27.0
0.0007000000000000001, 0.12999999999999998, 27.0
0.0008000000000000001, 0.12999999999999998, 28.0
0.0009000000000000002, 0.12999999999999998, 27.0
0.0010000000000000002, 0.12999999999999998, 28.0
0.0011000000000000003, 0.12999999999999998, 28.0
0.0012000000000000003, 0.12999999999999998, 27.0
0.0013000000000000004, 0.12999999999999998, 27.0
0.0014000000000000004, 0.12999999999999998, 27.0
0.0015000000000000005, 0.12999999999999998, 28.0
0.0016000000000000005, 0.12999999999999998, 26.0
0.0017000000000000006, 0.12999999999999998, 0.0
0.0018000000000000006, 0.12999999999999998, 22.0
0.0019000000000000006, 0.12999999999999998, 22.0
0.0001, 0.13999999999999999, 27.0
0.0002, 0.13999999999999999, 27.0
0.00030000000000000003, 0.13999999999999999, 27.0
0.0004, 0.13999999999999999, 27.0
0.0005, 0.13999999999999999, 27.0
0.0006000000000000001, 0.13999999999999999, 27.0
0.0007000000000000001, 0.13999999999999999, 28.0
0.0008000000000000001, 0.13999999999999999, 27.0
0.0009000000000000002, 0.13999999999999999, 28.0
0.0010000000000000002, 0.13999999999999999, 28.0
0.0011000000000000003, 0.13999999999999999, 27.0
0.0012000000000000003, 0.13999999999999999, 27.0
0.0013000000000000004, 0.13999999999999999, 27.0
0.0014000000000000004, 0.13999999999999999, 27.0
0.0015000000000000005, 0.13999999999999999, 25.0
0.0016000000000000005, 0.13999999999999999, 26.0
0.0017000000000000006, 0.13999999999999999, 25.0
0.0018000000000000006, 0.13999999999999999, 25.0
0.0019000000000000006, 0.13999999999999999, 27.0
0.0001, 0.15, 27.0
0.0002, 0.15, 26.0
0.00030000000000000003, 0.15, 27.0
0.0004, 0.15, 27.0
0.0005, 0.15, 27.0
0.0006000000000000001, 0.15, 27.0
0.0007000000000000001, 0.15, 27.0
0.0008000000000000001, 0.15, 27.0
0.0009000000000000002, 0.15, 27.0
0.0010000000000000002, 0.15, 27.0
0.0011000000000000003, 0.15, 27.0
0.0012000000000000003, 0.15, 26.0
0.0013000000000000004, 0.15, 25.0
0.0014000000000000004, 0.15, 25.0
0.0015000000000000005, 0.15, 26.0
0.0016000000000000005, 0.15, 26.0
0.0017000000000000006, 0.15, 26.0
0.0018000000000000006, 0.15, 0.0
0.0019000000000000006, 0.15, 0.0
0.0001, 0.16, 27.0
0.0002, 0.16, 26.0
0.00030000000000000003, 0.16, 26.0
0.0004, 0.16, 27.0
0.0005, 0.16, 27.0
0.0006000000000000001, 0.16, 27.0
0.0007000000000000001, 0.16, 27.0
0.0008000000000000001, 0.16, 27.0
0.0009000000000000002, 0.16, 27.0
0.0010000000000000002, 0.16, 26.0
0.0011000000000000003, 0.16, 27.0
0.0012000000000000003, 0.16, 28.0
0.0013000000000000004, 0.16, 26.0
0.0014000000000000004, 0.16, 26.0
0.0015000000000000005, 0.16, 25.0
0.0016000000000000005, 0.16, 25.0
0.0017000000000000006, 0.16, 22.0
0.0018000000000000006, 0.16, 0.0
0.0019000000000000006, 0.16, 20.0
0.0001, 0.17, 27.0
0.0002, 0.17, 27.0
0.00030000000000000003, 0.17, 26.0
0.0004, 0.17, 27.0
0.0005, 0.17, 27.0
0.0006000000000000001, 0.17, 26.0
0.0007000000000000001, 0.17, 27.0
0.0008000000000000001, 0.17, 26.0
0.0009000000000000002, 0.17, 27.0
0.0010000000000000002, 0.17, 27.0
0.0011000000000000003, 0.17, 26.0
0.0012000000000000003, 0.17, 27.0
0.0013000000000000004, 0.17, 26.0
0.0014000000000000004, 0.17, 27.0
0.0015000000000000005, 0.17, 25.0
0.0016000000000000005, 0.17, 26.0
0.0017000000000000006, 0.17, 0.0
0.0018000000000000006, 0.17, 0.0
0.0019000000000000006, 0.17, 20.0
0.0001, 0.18000000000000002, 27.0
0.0002, 0.18000000000000002, 26.0
0.00030000000000000003, 0.18000000000000002, 26.0
0.0004, 0.18000000000000002, 26.0
0.0005, 0.18000000000000002, 27.0
0.0006000000000000001, 0.18000000000000002, 27.0
