loop filter i, loop filter gain, decoded packets
0.0001, 0.01, 3.0
0.0002, 0.01, 0.0
0.00030000000000000003, 0.01, 0.0
0.0004, 0.01, 0.0
0.0005, 0.01, 0.0
0.0006000000000000001, 0.01, 0.0
0.0007000000000000001, 0.01, 0.0
0.0008000000000000001, 0.01, 0.0
0.0009000000000000002, 0.01, 0.0
0.0010000000000000002, 0.01, 0.0
0.0011000000000000003, 0.01, 0.0
0.0012000000000000003, 0.01, 0.0
0.0013000000000000004, 0.01, 0.0
0.0014000000000000004, 0.01, 0.0
0.0015000000000000005, 0.01, 0.0
0.0016000000000000005, 0.01, 0.0
0.0017000000000000006, 0.01, 0.0
0.0018000000000000006, 0.01, 0.0
0.0019000000000000006, 0.01, 0.0
0.0020000000000000005, 0.01, 0.0
0.0001, 0.015, 3.0
0.0002, 0.015, 0.0
0.00030000000000000003, 0.015, 0.0
0.0004, 0.015, 0.0
0.0005, 0.015, 0.0
0.0006000000000000001, 0.015, 0.0
0.0007000000000000001, 0.015, 0.0
0.0008000000000000001, 0.015, 0.0
0.0009000000000000002, 0.015, 0.0
0.0010000000000000002, 0.015, 1.0
0.0011000000000000003, 0.015, 1.0
0.0012000000000000003, 0.015, 1.0
0.0013000000000000004, 0.015, 1.0
0.0014000000000000004, 0.015, 1.0
0.0015000000000000005, 0.015, 1.0
0.0016000000000000005, 0.015, 0.0
0.0017000000000000006, 0.015, 0.0
0.0018000000000000006, 0.015, 0.0
0.0019000000000000006, 0.015, 0.0
0.0020000000000000005, 0.015, 0.0
0.0001, 0.02, 1.0
0.0002, 0.02, 2.0
0.00030000000000000003, 0.02, 0.0
0.0004, 0.02, 1.0
0.0005, 0.02, 1.0
0.0006000000000000001, 0.02, 1.0
0.0007000000000000001, 0.02, 1.0
0.0008000000000000001, 0.02, 1.0
0.0009000000000000002, 0.02, 1.0
0.0010000000000000002, 0.02, 1.0
0.0011000000000000003, 0.02, 1.0
0.0012000000000000003, 0.02, 0.0
0.0013000000000000004, 0.02, 0.0
0.0014000000000000004, 0.02, 0.0
0.0015000000000000005, 0.02, 0.0
0.0016000000000000005, 0.02, 0.0
0.0017000000000000006, 0.02, 0.0
0.0018000000000000006, 0.02, 0.0
0.0019000000000000006, 0.02, 0.0
0.0020000000000000005, 0.02, 0.0
0.0001, 0.025, 1.0
0.0002, 0.025, 1.0
0.00030000000000000003, 0.025, 1.0
0.0004, 0.025, 1.0
0.0005, 0.025, 1.0
0.0006000000000000001, 0.025, 1.0
0.0007000000000000001, 0.025, 1.0
0.0008000000000000001, 0.025, 1.0
0.0009000000000000002, 0.025, 0.0
0.0010000000000000002, 0.025, 0.0
0.0011000000000000003, 0.025, 0.0
0.0012000000000000003, 0.025, 0.0
0.0013000000000000004, 0.025, 0.0
0.0014000000000000004, 0.025, 0.0
0.0015000000000000005, 0.025, 0.0
0.0016000000000000005, 0.025, 0.0
0.0017000000000000006, 0.025, 0.0
0.0018000000000000006, 0.025, 0.0
0.0019000000000000006, 0.025, 0.0
0.0020000000000000005, 0.025, 0.0
0.0001, 0.030000000000000002, 1.0
0.0002, 0.030000000000000002, 1.0
0.00030000000000000003, 0.030000000000000002, 1.0
0.0004, 0.030000000000000002, 1.0
0.0005, 0.030000000000000002, 1.0
0.0006000000000000001, 0.030000000000000002, 1.0
0.0007000000000000001, 0.030000000000000002, 0.0
0.0008000000000000001, 0.030000000000000002, 0.0
0.0009000000000000002, 0.030000000000000002, 0.0
0.0010000000000000002, 0.030000000000000002, 0.0
0.0011000000000000003, 0.030000000000000002, 0.0
0.0012000000000000003, 0.030000000000000002, 0.0
0.0013000000000000004, 0.030000000000000002, 0.0
0.0014000000000000004, 0.030000000000000002, 0.0
0.0015000000000000005, 0.030000000000000002, 0.0
0.0016000000000000005, 0.030000000000000002, 0.0
0.0017000000000000006, 0.030000000000000002, 0.0
0.0018000000000000006, 0.030000000000000002, 0.0
0.0019000000000000006, 0.030000000000000002, 0.0
0.0020000000000000005, 0.030000000000000002, 0.0
0.0001, 0.035, 3.0
0.0002, 0.035, 1.0
0.00030000000000000003, 0.035, 0.0
0.0004, 0.035, 0.0
0.0005, 0.035, 0.0
0.0006000000000000001, 0.035, 0.0
0.0007000000000000001, 0.035, 0.0
0.0008000000000000001, 0.035, 0.0
0.0009000000000000002, 0.035, 0.0
0.0010000000000000002, 0.035, 0.0
0.0011000000000000003, 0.035, 0.0
0.0012000000000000003, 0.035, 0.0
0.0013000000000000004, 0.035, 0.0
0.0014000000000000004, 0.035, 0.0
0.0015000000000000005, 0.035, 0.0
0.0016000000000000005, 0.035, 0.0
0.0017000000000000006, 0.035, 0.0
0.0018000000000000006, 0.035, 0.0
0.0019000000000000006, 0.035, 0.0
0.0020000000000000005, 0.035, 0.0
0.0001, 0.04, 2.0
0.0002, 0.04, 0.0
0.00030000000000000003, 0.04, 0.0
0.0004, 0.04, 0.0
0.0005, 0.04, 0.0
0.0006000000000000001, 0.04, 0.0
0.0007000000000000001, 0.04, 0.0
0.0008000000000000001, 0.04, 0.0
0.0009000000000000002, 0.04, 0.0
0.0010000000000000002, 0.04, 0.0
0.0011000000000000003, 0.04, 0.0
0.0012000000000000003, 0.04, 0.0
0.0013000000000000004, 0.04, 0.0
0.0014000000000000004, 0.04, 0.0
0.0015000000000000005, 0.04, 0.0
0.0016000000000000005, 0.04, 0.0
0.0017000000000000006, 0.04, 0.0
0.0018000000000000006, 0.04, 0.0
0.0019000000000000006, 0.04, 0.0
0.0020000000000000005, 0.04, 0.0
0.0001, 0.045, 2.0
0.0002, 0.045, 1.0
0.00030000000000000003, 0.045, 0.0
0.0004, 0.045, 0.0
0.0005, 0.045, 0.0
0.0006000000000000001, 0.045, 0.0
0.0007000000000000001, 0.045, 0.0
0.0008000000000000001, 0.045, 0.0
0.0009000000000000002, 0.045, 0.0
0.0010000000000000002, 0.045, 0.0
0.0011000000000000003, 0.045, 0.0
0.0012000000000000003, 0.045, 0.0
0.0013000000000000004, 0.045, 0.0
0.0014000000000000004, 0.045, 0.0
0.0015000000000000005, 0.045, 0.0
0.0016000000000000005, 0.045, 0.0
0.0017000000000000006, 0.045, 0.0
0.0018000000000000006, 0.045, 0.0
0.0019000000000000006, 0.045, 0.0
0.0020000000000000005, 0.045, 0.0
0.0001, 0.049999999999999996, 2.0
0.0002, 0.049999999999999996, 1.0
0.00030000000000000003, 0.049999999999999996, 0.0
0.0004, 0.049999999999999996, 0.0
0.0005, 0.049999999999999996, 0.0
0.0006000000000000001, 0.049999999999999996, 0.0
0.0007000000000000001, 0.049999999999999996, 0.0
